"cell_count","exp_day","chamber","test","rpm","chamberID"
2782400,28,5,"C","1.25RPM","C.5"
2868700,28,11,"C","1.25RPM","C.11"
2599800,28,5,"C","1.25RPM","C.5"
2866150,28,11,"C","1.25RPM","C.11"
2682400,28,5,"C","1.25RPM","C.5"
2834950,28,11,"C","1.25RPM","C.11"
2464250,28,5,"C","1.25RPM","C.5"
2919900,28,11,"C","1.25RPM","C.11"
2600550,28,5,"C","1.25RPM","C.5"
2740100,28,11,"C","1.25RPM","C.11"
2564450,28,5,"C","1.25RPM","C.5"
2785350,28,11,"C","1.25RPM","C.11"
2486500,28,5,"C","1.25RPM","C.5"
2620600,28,11,"C","1.25RPM","C.11"
2762200,29,5,"C","1.25RPM","C.5"
2545300,29,11,"C","1.25RPM","C.11"
2983850,29,5,"C","1.25RPM","C.5"
2697000,29,11,"C","1.25RPM","C.11"
2785600,29,5,"C","1.25RPM","C.5"
2644800,29,11,"C","1.25RPM","C.11"
2862950,29,5,"C","1.25RPM","C.5"
2621500,29,11,"C","1.25RPM","C.11"
2935400,29,5,"C","1.25RPM","C.5"
2625350,29,11,"C","1.25RPM","C.11"
2861800,29,5,"C","1.25RPM","C.5"
2844800,29,11,"C","1.25RPM","C.11"
2850500,29,5,"C","1.25RPM","C.5"
2715200,29,11,"C","1.25RPM","C.11"
2653650,29,5,"C","1.25RPM","C.5"
2770700,29,11,"C","1.25RPM","C.11"
3310900,30,5,"C","1.25RPM","C.5"
2600900,30,11,"C","1.25RPM","C.11"
3377500,30,5,"C","1.25RPM","C.5"
2642900,30,11,"C","1.25RPM","C.11"
3206900,30,5,"C","1.25RPM","C.5"
2524450,30,11,"C","1.25RPM","C.11"
3124900,30,5,"C","1.25RPM","C.5"
2605800,30,11,"C","1.25RPM","C.11"
3203950,30,5,"C","1.25RPM","C.5"
2444150,30,11,"C","1.25RPM","C.11"
3151950,30,5,"C","1.25RPM","C.5"
2427500,30,11,"C","1.25RPM","C.11"
3096200,30,5,"C","1.25RPM","C.5"
2515050,30,11,"C","1.25RPM","C.11"
2976750,30,5,"C","1.25RPM","C.5"
2356300,30,11,"C","1.25RPM","C.11"
2585700,31,5,"C","1.25RPM","C.5"
2117800,31,11,"C","1.25RPM","C.11"
2855100,31,5,"C","1.25RPM","C.5"
2304500,31,11,"C","1.25RPM","C.11"
2596200,31,5,"C","1.25RPM","C.5"
2311600,31,11,"C","1.25RPM","C.11"
2611800,31,5,"C","1.25RPM","C.5"
2405700,31,11,"C","1.25RPM","C.11"
2581800,31,5,"C","1.25RPM","C.5"
2193900,31,11,"C","1.25RPM","C.11"
2532100,31,5,"C","1.25RPM","C.5"
2275900,31,11,"C","1.25RPM","C.11"
2649500,31,5,"C","1.25RPM","C.5"
2115700,31,11,"C","1.25RPM","C.11"
2534700,31,5,"C","1.25RPM","C.5"
2345200,31,11,"C","1.25RPM","C.11"
2794200,32,5,"C","1.25RPM","C.5"
1851200,32,11,"C","1.25RPM","C.11"
2775800,32,5,"C","1.25RPM","C.5"
1971300,32,11,"C","1.25RPM","C.11"
2830900,32,5,"C","1.25RPM","C.5"
1887400,32,11,"C","1.25RPM","C.11"
2651500,32,5,"C","1.25RPM","C.5"
1821500,32,11,"C","1.25RPM","C.11"
2858500,32,5,"C","1.25RPM","C.5"
1926500,32,11,"C","1.25RPM","C.11"
2675100,32,5,"C","1.25RPM","C.5"
1803400,32,11,"C","1.25RPM","C.11"
2737500,32,5,"C","1.25RPM","C.5"
1889800,32,11,"C","1.25RPM","C.11"
2555200,32,5,"C","1.25RPM","C.5"
1983300,32,11,"C","1.25RPM","C.11"
3464800,33,5,"C","1.25RPM","C.5"
3080300,33,11,"C","1.25RPM","C.11"
3804600,33,5,"C","1.25RPM","C.5"
3250900,33,11,"C","1.25RPM","C.11"
3516900,33,5,"C","1.25RPM","C.5"
3153600,33,11,"C","1.25RPM","C.11"
3777400,33,5,"C","1.25RPM","C.5"
2892300,33,11,"C","1.25RPM","C.11"
3714900,33,5,"C","1.25RPM","C.5"
3253000,33,11,"C","1.25RPM","C.11"
3602500,33,5,"C","1.25RPM","C.5"
3008900,33,11,"C","1.25RPM","C.11"
3470000,33,5,"C","1.25RPM","C.5"
3159700,33,11,"C","1.25RPM","C.11"
3448200,33,5,"C","1.25RPM","C.5"
3102000,33,11,"C","1.25RPM","C.11"
2987700,34,5,"C","1.25RPM","C.5"
2002300,34,11,"C","1.25RPM","C.11"
2881900,34,5,"C","1.25RPM","C.5"
1976300,34,11,"C","1.25RPM","C.11"
2881100,34,5,"C","1.25RPM","C.5"
2009100,34,11,"C","1.25RPM","C.11"
2879900,34,5,"C","1.25RPM","C.5"
2086500,34,11,"C","1.25RPM","C.11"
2831800,34,5,"C","1.25RPM","C.5"
2112300,34,11,"C","1.25RPM","C.11"
2719100,34,5,"C","1.25RPM","C.5"
2152800,34,11,"C","1.25RPM","C.11"
2754200,34,5,"C","1.25RPM","C.5"
2023000,34,11,"C","1.25RPM","C.11"
2367800,34,5,"C","1.25RPM","C.5"
1952100,34,11,"C","1.25RPM","C.11"
2581100,35,5,"C","1.25RPM","C.5"
1802300,35,11,"C","1.25RPM","C.11"
2486100,35,5,"C","1.25RPM","C.5"
1627800,35,11,"C","1.25RPM","C.11"
2410900,35,5,"C","1.25RPM","C.5"
1728200,35,11,"C","1.25RPM","C.11"
2469500,35,5,"C","1.25RPM","C.5"
1724900,35,11,"C","1.25RPM","C.11"
2505100,35,5,"C","1.25RPM","C.5"
1877600,35,11,"C","1.25RPM","C.11"
2672700,35,5,"C","1.25RPM","C.5"
1815200,35,11,"C","1.25RPM","C.11"
2484800,35,5,"C","1.25RPM","C.5"
1976000,35,11,"C","1.25RPM","C.11"
2385700,35,5,"C","1.25RPM","C.5"
2200500,35,11,"C","1.25RPM","C.11"
2163050,5,1,"D","1.25RPM","D.1"
2165750,5,1,"D","1.25RPM","D.1"
2132150,5,1,"D","1.25RPM","D.1"
615850,5,2,"D","1.25RPM","D.2"
636700,5,2,"D","1.25RPM","D.2"
615700,5,2,"D","1.25RPM","D.2"
1863250,5,3,"D","1.25RPM","D.3"
1978200,5,3,"D","1.25RPM","D.3"
2036600,5,3,"D","1.25RPM","D.3"
2317000,5,4,"D","1.25RPM","D.4"
2361250,5,4,"D","1.25RPM","D.4"
2541400,5,4,"D","1.25RPM","D.4"
2654700,5,5,"D","1.25RPM","D.5"
2767450,5,5,"D","1.25RPM","D.5"
2571900,5,5,"D","1.25RPM","D.5"
1437400,5,6,"D","1.25RPM","D.6"
1467450,5,6,"D","1.25RPM","D.6"
1500100,5,6,"D","1.25RPM","D.6"
2876050,5,7,"D","1.25RPM","D.7"
2864000,5,7,"D","1.25RPM","D.7"
2789350,5,7,"D","1.25RPM","D.7"
3339200,5,8,"D","1.25RPM","D.8"
3454700,5,8,"D","1.25RPM","D.8"
3471250,5,8,"D","1.25RPM","D.8"
760450,5,9,"D","1.25RPM","D.9"
800550,5,9,"D","1.25RPM","D.9"
783400,5,9,"D","1.25RPM","D.9"
1377500,5,10,"D","1.25RPM","D.10"
1412950,5,10,"D","1.25RPM","D.10"
1449700,5,10,"D","1.25RPM","D.10"
3243600,5,11,"D","1.25RPM","D.11"
3333650,5,11,"D","1.25RPM","D.11"
3176200,5,11,"D","1.25RPM","D.11"
3386950,5,12,"D","1.25RPM","D.12"
3369950,5,12,"D","1.25RPM","D.12"
3413400,5,12,"D","1.25RPM","D.12"
3042350,5,13,"D","1.25RPM","D.13"
2963500,5,13,"D","1.25RPM","D.13"
2892750,5,13,"D","1.25RPM","D.13"
3003050,5,14,"D","1.25RPM","D.14"
3099750,5,14,"D","1.25RPM","D.14"
3046700,5,14,"D","1.25RPM","D.14"
742800,5,15,"D","1.25RPM","D.15"
733100,5,15,"D","1.25RPM","D.15"
700100,5,15,"D","1.25RPM","D.15"
904750,5,16,"D","1.25RPM","D.16"
915350,5,16,"D","1.25RPM","D.16"
903300,5,16,"D","1.25RPM","D.16"
2168000,6,1,"D","1.25RPM","D.1"
2202650,6,1,"D","1.25RPM","D.1"
2130750,6,1,"D","1.25RPM","D.1"
917550,6,2,"D","1.25RPM","D.2"
897750,6,2,"D","1.25RPM","D.2"
911400,6,2,"D","1.25RPM","D.2"
1640700,6,3,"D","1.25RPM","D.3"
1674000,6,3,"D","1.25RPM","D.3"
1707750,6,3,"D","1.25RPM","D.3"
2391550,6,4,"D","1.25RPM","D.4"
2409000,6,4,"D","1.25RPM","D.4"
2487000,6,4,"D","1.25RPM","D.4"
2712500,6,5,"D","1.25RPM","D.5"
2776900,6,5,"D","1.25RPM","D.5"
2562200,6,5,"D","1.25RPM","D.5"
2192900,6,6,"D","1.25RPM","D.6"
2178500,6,6,"D","1.25RPM","D.6"
2277300,6,6,"D","1.25RPM","D.6"
1881300,6,7,"D","1.25RPM","D.7"
1910750,6,7,"D","1.25RPM","D.7"
1928900,6,7,"D","1.25RPM","D.7"
3118100,6,8,"D","1.25RPM","D.8"
3034200,6,8,"D","1.25RPM","D.8"
2965650,6,8,"D","1.25RPM","D.8"
1597750,6,9,"D","1.25RPM","D.9"
1532000,6,9,"D","1.25RPM","D.9"
1506450,6,9,"D","1.25RPM","D.9"
2427800,6,10,"D","1.25RPM","D.10"
2512300,6,10,"D","1.25RPM","D.10"
2405250,6,10,"D","1.25RPM","D.10"
3611400,6,11,"D","1.25RPM","D.11"
3462800,6,11,"D","1.25RPM","D.11"
3607000,6,11,"D","1.25RPM","D.11"
2522650,6,12,"D","1.25RPM","D.12"
2413000,6,12,"D","1.25RPM","D.12"
2448700,6,12,"D","1.25RPM","D.12"
2437850,6,13,"D","1.25RPM","D.13"
2348650,6,13,"D","1.25RPM","D.13"
2365600,6,13,"D","1.25RPM","D.13"
2942150,6,14,"D","1.25RPM","D.14"
3024200,6,14,"D","1.25RPM","D.14"
3006150,6,14,"D","1.25RPM","D.14"
1304650,6,15,"D","1.25RPM","D.15"
1334400,6,15,"D","1.25RPM","D.15"
1390100,6,15,"D","1.25RPM","D.15"
1962900,6,16,"D","1.25RPM","D.16"
2005100,6,16,"D","1.25RPM","D.16"
1868200,6,16,"D","1.25RPM","D.16"
2496650,7,1,"D","1.25RPM","D.1"
2517000,7,1,"D","1.25RPM","D.1"
2471700,7,1,"D","1.25RPM","D.1"
1120450,7,2,"D","1.25RPM","D.2"
1153050,7,2,"D","1.25RPM","D.2"
1158650,7,2,"D","1.25RPM","D.2"
1016800,7,3,"D","1.25RPM","D.3"
1013350,7,3,"D","1.25RPM","D.3"
963700,7,3,"D","1.25RPM","D.3"
2160250,7,4,"D","1.25RPM","D.4"
2091600,7,4,"D","1.25RPM","D.4"
2069300,7,4,"D","1.25RPM","D.4"
1300800,7,5,"D","1.25RPM","D.5"
1445900,7,5,"D","1.25RPM","D.5"
1453650,7,5,"D","1.25RPM","D.5"
1735850,7,6,"D","1.25RPM","D.6"
1905200,7,6,"D","1.25RPM","D.6"
1958600,7,6,"D","1.25RPM","D.6"
2033300,7,7,"D","1.25RPM","D.7"
2054650,7,7,"D","1.25RPM","D.7"
1960250,7,7,"D","1.25RPM","D.7"
2413450,7,8,"D","1.25RPM","D.8"
2363350,7,8,"D","1.25RPM","D.8"
2368450,7,8,"D","1.25RPM","D.8"
2164100,7,9,"D","1.25RPM","D.9"
2225050,7,9,"D","1.25RPM","D.9"
2099000,7,9,"D","1.25RPM","D.9"
2229350,7,10,"D","1.25RPM","D.10"
2213700,7,10,"D","1.25RPM","D.10"
2318200,7,10,"D","1.25RPM","D.10"
2077650,7,11,"D","1.25RPM","D.11"
2004100,7,11,"D","1.25RPM","D.11"
2077200,7,11,"D","1.25RPM","D.11"
2519800,7,12,"D","1.25RPM","D.12"
2510350,7,12,"D","1.25RPM","D.12"
2524200,7,12,"D","1.25RPM","D.12"
1705450,7,13,"D","1.25RPM","D.13"
1963900,7,13,"D","1.25RPM","D.13"
1714300,7,13,"D","1.25RPM","D.13"
2627950,7,14,"D","1.25RPM","D.14"
2605700,7,14,"D","1.25RPM","D.14"
2524250,7,14,"D","1.25RPM","D.14"
1491900,7,15,"D","1.25RPM","D.15"
1543400,7,15,"D","1.25RPM","D.15"
1479600,7,15,"D","1.25RPM","D.15"
2192400,7,16,"D","1.25RPM","D.16"
2139550,7,16,"D","1.25RPM","D.16"
1999750,7,16,"D","1.25RPM","D.16"
1426450,8,1,"D","1.25RPM","D.1"
1395800,8,1,"D","1.25RPM","D.1"
1381050,8,1,"D","1.25RPM","D.1"
1122700,8,2,"D","1.25RPM","D.2"
1132950,8,2,"D","1.25RPM","D.2"
1141200,8,2,"D","1.25RPM","D.2"
1524000,8,3,"D","1.25RPM","D.3"
1514650,8,3,"D","1.25RPM","D.3"
1555400,8,3,"D","1.25RPM","D.3"
1627400,8,4,"D","1.25RPM","D.4"
1711500,8,4,"D","1.25RPM","D.4"
1679950,8,4,"D","1.25RPM","D.4"
1777650,8,5,"D","1.25RPM","D.5"
1719300,8,5,"D","1.25RPM","D.5"
1808750,8,5,"D","1.25RPM","D.5"
1424900,8,6,"D","1.25RPM","D.6"
1459000,8,6,"D","1.25RPM","D.6"
1481600,8,6,"D","1.25RPM","D.6"
1516600,8,7,"D","1.25RPM","D.7"
1398950,8,7,"D","1.25RPM","D.7"
1448000,8,7,"D","1.25RPM","D.7"
2219750,8,8,"D","1.25RPM","D.8"
2310450,8,8,"D","1.25RPM","D.8"
2311600,8,8,"D","1.25RPM","D.8"
2021550,8,9,"D","1.25RPM","D.9"
2033000,8,9,"D","1.25RPM","D.9"
2015650,8,9,"D","1.25RPM","D.9"
2292500,8,10,"D","1.25RPM","D.10"
2416450,8,10,"D","1.25RPM","D.10"
2345950,8,10,"D","1.25RPM","D.10"
2138650,8,11,"D","1.25RPM","D.11"
1989300,8,11,"D","1.25RPM","D.11"
2092450,8,11,"D","1.25RPM","D.11"
2226300,8,12,"D","1.25RPM","D.12"
2215450,8,12,"D","1.25RPM","D.12"
2288000,8,12,"D","1.25RPM","D.12"
2088200,8,13,"D","1.25RPM","D.13"
2088050,8,13,"D","1.25RPM","D.13"
2045450,8,13,"D","1.25RPM","D.13"
1780150,8,14,"D","1.25RPM","D.14"
1939200,8,14,"D","1.25RPM","D.14"
1862250,8,14,"D","1.25RPM","D.14"
1545350,8,15,"D","1.25RPM","D.15"
1569950,8,15,"D","1.25RPM","D.15"
1450050,8,15,"D","1.25RPM","D.15"
2286750,8,16,"D","1.25RPM","D.16"
2097750,8,16,"D","1.25RPM","D.16"
2172150,8,16,"D","1.25RPM","D.16"
1868500,9,1,"D","1.25RPM","D.1"
1861250,9,1,"D","1.25RPM","D.1"
1853400,9,1,"D","1.25RPM","D.1"
915350,9,2,"D","1.25RPM","D.2"
954300,9,2,"D","1.25RPM","D.2"
966250,9,2,"D","1.25RPM","D.2"
1091200,9,3,"D","1.25RPM","D.3"
1060800,9,3,"D","1.25RPM","D.3"
1128050,9,3,"D","1.25RPM","D.3"
2355800,9,4,"D","1.25RPM","D.4"
2322400,9,4,"D","1.25RPM","D.4"
2397000,9,4,"D","1.25RPM","D.4"
1765750,9,5,"D","1.25RPM","D.5"
1758050,9,5,"D","1.25RPM","D.5"
1845200,9,5,"D","1.25RPM","D.5"
2260450,9,6,"D","1.25RPM","D.6"
2066450,9,6,"D","1.25RPM","D.6"
2153250,9,6,"D","1.25RPM","D.6"
1883450,9,7,"D","1.25RPM","D.7"
1570250,9,7,"D","1.25RPM","D.7"
1438200,9,7,"D","1.25RPM","D.7"
3558100,9,8,"D","1.25RPM","D.8"
3604400,9,8,"D","1.25RPM","D.8"
3494550,9,8,"D","1.25RPM","D.8"
1982400,9,9,"D","1.25RPM","D.9"
1998150,9,9,"D","1.25RPM","D.9"
2087600,9,9,"D","1.25RPM","D.9"
3137150,9,10,"D","1.25RPM","D.10"
3253500,9,10,"D","1.25RPM","D.10"
3214400,9,10,"D","1.25RPM","D.10"
2292850,9,11,"D","1.25RPM","D.11"
2197150,9,11,"D","1.25RPM","D.11"
2284500,9,11,"D","1.25RPM","D.11"
1996650,9,12,"D","1.25RPM","D.12"
1975900,9,12,"D","1.25RPM","D.12"
1989550,9,12,"D","1.25RPM","D.12"
2567450,9,13,"D","1.25RPM","D.13"
2687150,9,13,"D","1.25RPM","D.13"
2638000,9,13,"D","1.25RPM","D.13"
1601950,9,14,"D","1.25RPM","D.14"
1596250,9,14,"D","1.25RPM","D.14"
1599250,9,14,"D","1.25RPM","D.14"
1681750,9,15,"D","1.25RPM","D.15"
1613750,9,15,"D","1.25RPM","D.15"
1644950,9,15,"D","1.25RPM","D.15"
1993000,9,16,"D","1.25RPM","D.16"
2038350,9,16,"D","1.25RPM","D.16"
2024850,9,16,"D","1.25RPM","D.16"
2210250,10,1,"D","1.25RPM","D.1"
2208250,10,1,"D","1.25RPM","D.1"
2438200,10,1,"D","1.25RPM","D.1"
1208950,10,2,"D","1.25RPM","D.2"
1209500,10,2,"D","1.25RPM","D.2"
1268100,10,2,"D","1.25RPM","D.2"
1161600,10,3,"D","1.25RPM","D.3"
1104700,10,3,"D","1.25RPM","D.3"
1070700,10,3,"D","1.25RPM","D.3"
2769600,10,4,"D","1.25RPM","D.4"
2857100,10,4,"D","1.25RPM","D.4"
2876100,10,4,"D","1.25RPM","D.4"
1533350,10,5,"D","1.25RPM","D.5"
1551650,10,5,"D","1.25RPM","D.5"
1602000,10,5,"D","1.25RPM","D.5"
3051500,10,6,"D","1.25RPM","D.6"
3025250,10,6,"D","1.25RPM","D.6"
3197300,10,6,"D","1.25RPM","D.6"
1283650,10,7,"D","1.25RPM","D.7"
1258550,10,7,"D","1.25RPM","D.7"
1280650,10,7,"D","1.25RPM","D.7"
3788750,10,8,"D","1.25RPM","D.8"
3600650,10,8,"D","1.25RPM","D.8"
3749950,10,8,"D","1.25RPM","D.8"
3546200,10,9,"D","1.25RPM","D.9"
3669950,10,9,"D","1.25RPM","D.9"
3483000,10,9,"D","1.25RPM","D.9"
3984400,10,10,"D","1.25RPM","D.10"
3828050,10,10,"D","1.25RPM","D.10"
3844150,10,10,"D","1.25RPM","D.10"
2174650,10,11,"D","1.25RPM","D.11"
2231800,10,11,"D","1.25RPM","D.11"
2225550,10,11,"D","1.25RPM","D.11"
1874150,10,12,"D","1.25RPM","D.12"
1875750,10,12,"D","1.25RPM","D.12"
2031550,10,12,"D","1.25RPM","D.12"
2720300,10,13,"D","1.25RPM","D.13"
2795850,10,13,"D","1.25RPM","D.13"
2733150,10,13,"D","1.25RPM","D.13"
1458750,10,14,"D","1.25RPM","D.14"
1496200,10,14,"D","1.25RPM","D.14"
1547900,10,14,"D","1.25RPM","D.14"
1690150,10,15,"D","1.25RPM","D.15"
1733150,10,15,"D","1.25RPM","D.15"
1762400,10,15,"D","1.25RPM","D.15"
2607950,10,16,"D","1.25RPM","D.16"
2478500,10,16,"D","1.25RPM","D.16"
2514000,10,16,"D","1.25RPM","D.16"
2227700,11,1,"D","1.25RPM","D.1"
2127050,11,1,"D","1.25RPM","D.1"
2101950,11,1,"D","1.25RPM","D.1"
1631150,11,2,"D","1.25RPM","D.2"
1668800,11,2,"D","1.25RPM","D.2"
1696550,11,2,"D","1.25RPM","D.2"
1230550,11,3,"D","1.25RPM","D.3"
1118800,11,3,"D","1.25RPM","D.3"
1121400,11,3,"D","1.25RPM","D.3"
3550550,11,4,"D","1.25RPM","D.4"
3619400,11,4,"D","1.25RPM","D.4"
3523100,11,4,"D","1.25RPM","D.4"
1765250,11,5,"D","1.25RPM","D.5"
1697450,11,5,"D","1.25RPM","D.5"
1721050,11,5,"D","1.25RPM","D.5"
3012750,11,6,"D","1.25RPM","D.6"
3034100,11,6,"D","1.25RPM","D.6"
3030750,11,6,"D","1.25RPM","D.6"
1364450,11,7,"D","1.25RPM","D.7"
1480450,11,7,"D","1.25RPM","D.7"
1345650,11,7,"D","1.25RPM","D.7"
3386650,11,8,"D","1.25RPM","D.8"
3291550,11,8,"D","1.25RPM","D.8"
3429750,11,8,"D","1.25RPM","D.8"
3371300,11,9,"D","1.25RPM","D.9"
3293150,11,9,"D","1.25RPM","D.9"
3515950,11,9,"D","1.25RPM","D.9"
3845300,11,10,"D","1.25RPM","D.10"
3904100,11,10,"D","1.25RPM","D.10"
3846850,11,10,"D","1.25RPM","D.10"
1835400,11,11,"D","1.25RPM","D.11"
1867900,11,11,"D","1.25RPM","D.11"
1859200,11,11,"D","1.25RPM","D.11"
1441500,11,12,"D","1.25RPM","D.12"
1507650,11,12,"D","1.25RPM","D.12"
1578150,11,12,"D","1.25RPM","D.12"
3394550,11,13,"D","1.25RPM","D.13"
3465750,11,13,"D","1.25RPM","D.13"
3317750,11,13,"D","1.25RPM","D.13"
1157850,11,14,"D","1.25RPM","D.14"
1203900,11,14,"D","1.25RPM","D.14"
1188450,11,14,"D","1.25RPM","D.14"
1620550,11,15,"D","1.25RPM","D.15"
1607850,11,15,"D","1.25RPM","D.15"
1588800,11,15,"D","1.25RPM","D.15"
3002900,11,16,"D","1.25RPM","D.16"
3100950,11,16,"D","1.25RPM","D.16"
3126150,11,16,"D","1.25RPM","D.16"
2264350,12,1,"D","1.25RPM","D.1"
2284400,12,1,"D","1.25RPM","D.1"
2248200,12,1,"D","1.25RPM","D.1"
1838650,12,2,"D","1.25RPM","D.2"
1873000,12,2,"D","1.25RPM","D.2"
1861650,12,2,"D","1.25RPM","D.2"
2813050,12,3,"D","1.25RPM","D.3"
2848800,12,3,"D","1.25RPM","D.3"
2940200,12,3,"D","1.25RPM","D.3"
2541250,12,4,"D","1.25RPM","D.4"
2541500,12,4,"D","1.25RPM","D.4"
2685700,12,4,"D","1.25RPM","D.4"
2084300,12,5,"D","1.25RPM","D.5"
2110700,12,5,"D","1.25RPM","D.5"
2032100,12,5,"D","1.25RPM","D.5"
2082600,12,6,"D","1.25RPM","D.6"
2000800,12,6,"D","1.25RPM","D.6"
1977950,12,6,"D","1.25RPM","D.6"
1918050,12,7,"D","1.25RPM","D.7"
1867800,12,7,"D","1.25RPM","D.7"
1811850,12,7,"D","1.25RPM","D.7"
2921300,12,8,"D","1.25RPM","D.8"
2963950,12,8,"D","1.25RPM","D.8"
3024200,12,8,"D","1.25RPM","D.8"
2507350,12,9,"D","1.25RPM","D.9"
2586800,12,9,"D","1.25RPM","D.9"
2866250,12,9,"D","1.25RPM","D.9"
3143000,12,10,"D","1.25RPM","D.10"
3108900,12,10,"D","1.25RPM","D.10"
3017450,12,10,"D","1.25RPM","D.10"
2226150,12,11,"D","1.25RPM","D.11"
2281600,12,11,"D","1.25RPM","D.11"
2213500,12,11,"D","1.25RPM","D.11"
2298550,12,12,"D","1.25RPM","D.12"
2377400,12,12,"D","1.25RPM","D.12"
2376500,12,12,"D","1.25RPM","D.12"
2304100,12,13,"D","1.25RPM","D.13"
2385150,12,13,"D","1.25RPM","D.13"
2349450,12,13,"D","1.25RPM","D.13"
1773600,12,14,"D","1.25RPM","D.14"
1682600,12,14,"D","1.25RPM","D.14"
1744700,12,14,"D","1.25RPM","D.14"
2450350,12,15,"D","1.25RPM","D.15"
2382900,12,15,"D","1.25RPM","D.15"
2630300,12,15,"D","1.25RPM","D.15"
3412550,12,16,"D","1.25RPM","D.16"
3547900,12,16,"D","1.25RPM","D.16"
3483050,12,16,"D","1.25RPM","D.16"
2378950,13,1,"D","1.25RPM","D.1"
2337050,13,1,"D","1.25RPM","D.1"
2319550,13,1,"D","1.25RPM","D.1"
1754050,13,2,"D","1.25RPM","D.2"
1742550,13,2,"D","1.25RPM","D.2"
1721900,13,2,"D","1.25RPM","D.2"
3266350,13,3,"D","1.25RPM","D.3"
3344450,13,3,"D","1.25RPM","D.3"
3369050,13,3,"D","1.25RPM","D.3"
2370050,13,4,"D","1.25RPM","D.4"
2397550,13,4,"D","1.25RPM","D.4"
2314150,13,4,"D","1.25RPM","D.4"
1818200,13,5,"D","1.25RPM","D.5"
1788350,13,5,"D","1.25RPM","D.5"
1743100,13,5,"D","1.25RPM","D.5"
2105250,13,6,"D","1.25RPM","D.6"
2120000,13,6,"D","1.25RPM","D.6"
2140650,13,6,"D","1.25RPM","D.6"
1047050,13,7,"D","1.25RPM","D.7"
1092350,13,7,"D","1.25RPM","D.7"
1068450,13,7,"D","1.25RPM","D.7"
2711900,13,8,"D","1.25RPM","D.8"
2610550,13,8,"D","1.25RPM","D.8"
2631750,13,8,"D","1.25RPM","D.8"
2241150,13,9,"D","1.25RPM","D.9"
2220700,13,9,"D","1.25RPM","D.9"
2263400,13,9,"D","1.25RPM","D.9"
2516300,13,10,"D","1.25RPM","D.10"
2561750,13,10,"D","1.25RPM","D.10"
2520100,13,10,"D","1.25RPM","D.10"
2456600,13,11,"D","1.25RPM","D.11"
2388900,13,11,"D","1.25RPM","D.11"
2607900,13,11,"D","1.25RPM","D.11"
1518950,13,12,"D","1.25RPM","D.12"
1623000,13,12,"D","1.25RPM","D.12"
1540750,13,12,"D","1.25RPM","D.12"
1817550,13,13,"D","1.25RPM","D.13"
2001350,13,13,"D","1.25RPM","D.13"
1827850,13,13,"D","1.25RPM","D.13"
1076000,13,14,"D","1.25RPM","D.14"
1102650,13,14,"D","1.25RPM","D.14"
1116700,13,14,"D","1.25RPM","D.14"
1616550,13,15,"D","1.25RPM","D.15"
1641500,13,15,"D","1.25RPM","D.15"
1675100,13,15,"D","1.25RPM","D.15"
3150350,13,16,"D","1.25RPM","D.16"
3331400,13,16,"D","1.25RPM","D.16"
3309800,13,16,"D","1.25RPM","D.16"
2916000,14,1,"D","1.25RPM","D.1"
3024900,14,1,"D","1.25RPM","D.1"
3038300,14,1,"D","1.25RPM","D.1"
2671650,14,2,"D","1.25RPM","D.2"
2607750,14,2,"D","1.25RPM","D.2"
2587450,14,2,"D","1.25RPM","D.2"
3510050,14,3,"D","1.25RPM","D.3"
3513150,14,3,"D","1.25RPM","D.3"
3626950,14,3,"D","1.25RPM","D.3"
2086600,14,4,"D","1.25RPM","D.4"
2098500,14,4,"D","1.25RPM","D.4"
2131800,14,4,"D","1.25RPM","D.4"
2098850,14,5,"D","1.25RPM","D.5"
2033600,14,5,"D","1.25RPM","D.5"
2029450,14,5,"D","1.25RPM","D.5"
2174050,14,6,"D","1.25RPM","D.6"
2079800,14,6,"D","1.25RPM","D.6"
2135950,14,6,"D","1.25RPM","D.6"
1057650,14,7,"D","1.25RPM","D.7"
1070500,14,7,"D","1.25RPM","D.7"
1010750,14,7,"D","1.25RPM","D.7"
2251200,14,8,"D","1.25RPM","D.8"
2218100,14,8,"D","1.25RPM","D.8"
2243050,14,8,"D","1.25RPM","D.8"
2136050,14,9,"D","1.25RPM","D.9"
2023650,14,9,"D","1.25RPM","D.9"
2061150,14,9,"D","1.25RPM","D.9"
3288550,14,10,"D","1.25RPM","D.10"
3210800,14,10,"D","1.25RPM","D.10"
3000150,14,10,"D","1.25RPM","D.10"
2534500,14,11,"D","1.25RPM","D.11"
2551500,14,11,"D","1.25RPM","D.11"
2539150,14,11,"D","1.25RPM","D.11"
1805250,14,12,"D","1.25RPM","D.12"
1738000,14,12,"D","1.25RPM","D.12"
1879300,14,12,"D","1.25RPM","D.12"
1307400,14,13,"D","1.25RPM","D.13"
1323050,14,13,"D","1.25RPM","D.13"
1291100,14,13,"D","1.25RPM","D.13"
