"cell_count","exp_day","chamber","test","rpm"
1953300,28,"13","succesful1.6","1.25RPM"
3009100,29,"4","succesful1.6","1.25RPM"
3057900,29,"4","succesful1.6","1.25RPM"
3176800,29,"4","succesful1.6","1.25RPM"
3276700,29,"6","succesful1.6","1.25RPM"
3178800,29,"6","succesful1.6","1.25RPM"
3214300,29,"6","succesful1.6","1.25RPM"
2880800,29,"8","succesful1.6","1.25RPM"
2874300,29,"8","succesful1.6","1.25RPM"
2867000,29,"8","succesful1.6","1.25RPM"
2089400,29,"9","succesful1.6","1.25RPM"
2153000,29,"9","succesful1.6","1.25RPM"
2220400,29,"9","succesful1.6","1.25RPM"
3228700,29,"10","succesful1.6","1.25RPM"
3110750,29,"10","succesful1.6","1.25RPM"
3228400,29,"10","succesful1.6","1.25RPM"
1794900,29,"13","succesful1.6","1.25RPM"
1860050,29,"13","succesful1.6","1.25RPM"
1987200,29,"13","succesful1.6","1.25RPM"
3037850,30,"4","succesful1.6","1.25RPM"
3002700,30,"4","succesful1.6","1.25RPM"
2973150,30,"4","succesful1.6","1.25RPM"
2540800,30,"6","succesful1.6","1.25RPM"
2578000,30,"6","succesful1.6","1.25RPM"
2577150,30,"6","succesful1.6","1.25RPM"
2950550,30,"8","succesful1.6","1.25RPM"
2839150,30,"8","succesful1.6","1.25RPM"
2927250,30,"8","succesful1.6","1.25RPM"
1902750,30,"9","succesful1.6","1.25RPM"
1988350,30,"9","succesful1.6","1.25RPM"
1933250,30,"9","succesful1.6","1.25RPM"
2510150,30,"10","succesful1.6","1.25RPM"
2614200,30,"10","succesful1.6","1.25RPM"
2509950,30,"10","succesful1.6","1.25RPM"
1751250,30,"13","succesful1.6","1.25RPM"
1729250,30,"13","succesful1.6","1.25RPM"
1814450,30,"13","succesful1.6","1.25RPM"
3084000,31,"4","succesful1.6","1.25RPM"
3016400,31,"4","succesful1.6","1.25RPM"
3044700,31,"4","succesful1.6","1.25RPM"
3218700,31,"6","succesful1.6","1.25RPM"
1962700,31,"6","succesful1.6","1.25RPM"
3167150,31,"6","succesful1.6","1.25RPM"
3155300,31,"8","succesful1.6","1.25RPM"
3128750,31,"8","succesful1.6","1.25RPM"
3202550,31,"8","succesful1.6","1.25RPM"
2752500,31,"9","succesful1.6","1.25RPM"
2685950,31,"9","succesful1.6","1.25RPM"
2836950,31,"9","succesful1.6","1.25RPM"
3422600,31,"10","succesful1.6","1.25RPM"
3794800,31,"10","succesful1.6","1.25RPM"
3614100,31,"10","succesful1.6","1.25RPM"
2436600,31,"13","succesful1.6","1.25RPM"
2365700,31,"13","succesful1.6","1.25RPM"
2406200,31,"13","succesful1.6","1.25RPM"
3252850,32,"4","succesful1.6","1.25RPM"
3038600,32,"4","succesful1.6","1.25RPM"
3299850,32,"4","succesful1.6","1.25RPM"
2345450,32,"6","succesful1.6","1.25RPM"
2373200,32,"6","succesful1.6","1.25RPM"
2447600,32,"6","succesful1.6","1.25RPM"
3201050,32,"8","succesful1.6","1.25RPM"
3120700,32,"8","succesful1.6","1.25RPM"
3091750,32,"8","succesful1.6","1.25RPM"
2280400,32,"9","succesful1.6","1.25RPM"
2211850,32,"9","succesful1.6","1.25RPM"
1971100,32,"9","succesful1.6","1.25RPM"
3375850,32,"10","succesful1.6","1.25RPM"
3385000,32,"10","succesful1.6","1.25RPM"
3435650,32,"10","succesful1.6","1.25RPM"
1793750,32,"13","succesful1.6","1.25RPM"
1930300,32,"13","succesful1.6","1.25RPM"
1842700,32,"13","succesful1.6","1.25RPM"
3248450,33,"4","succesful1.6","1.25RPM"
3465750,33,"4","succesful1.6","1.25RPM"
3414000,33,"4","succesful1.6","1.25RPM"
3036250,33,"6","succesful1.6","1.25RPM"
3042500,33,"6","succesful1.6","1.25RPM"
2946700,33,"6","succesful1.6","1.25RPM"
3413750,33,"8","succesful1.6","1.25RPM"
3489800,33,"8","succesful1.6","1.25RPM"
3520200,33,"8","succesful1.6","1.25RPM"
2721750,33,"9","succesful1.6","1.25RPM"
2593450,33,"9","succesful1.6","1.25RPM"
2522900,33,"9","succesful1.6","1.25RPM"
3638800,33,"10","succesful1.6","1.25RPM"
3870250,33,"10","succesful1.6","1.25RPM"
3658200,33,"10","succesful1.6","1.25RPM"
2369500,33,"13","succesful1.6","1.25RPM"
2227100,33,"13","succesful1.6","1.25RPM"
2278950,33,"13","succesful1.6","1.25RPM"
3103900,34,"4","succesful1.6","1.25RPM"
3283500,34,"4","succesful1.6","1.25RPM"
3030600,34,"4","succesful1.6","1.25RPM"
2984650,34,"6","succesful1.6","1.25RPM"
3186400,34,"6","succesful1.6","1.25RPM"
3261200,34,"6","succesful1.6","1.25RPM"
3278650,34,"8","succesful1.6","1.25RPM"
3045550,34,"8","succesful1.6","1.25RPM"
3127800,34,"8","succesful1.6","1.25RPM"
1776200,34,"9","succesful1.6","1.25RPM"
1813350,34,"9","succesful1.6","1.25RPM"
1779750,34,"9","succesful1.6","1.25RPM"
2714150,34,"10","succesful1.6","1.25RPM"
2949300,34,"10","succesful1.6","1.25RPM"
2943650,34,"10","succesful1.6","1.25RPM"
1877550,34,"13","succesful1.6","1.25RPM"
2045700,34,"13","succesful1.6","1.25RPM"
1993100,34,"13","succesful1.6","1.25RPM"
2868200,35,"4","succesful1.6","1.25RPM"
2967350,35,"4","succesful1.6","1.25RPM"
3159500,35,"4","succesful1.6","1.25RPM"
2500950,35,"6","succesful1.6","1.25RPM"
2443800,35,"6","succesful1.6","1.25RPM"
2470750,35,"6","succesful1.6","1.25RPM"
2717950,35,"8","succesful1.6","1.25RPM"
2632250,35,"8","succesful1.6","1.25RPM"
2835150,35,"8","succesful1.6","1.25RPM"
2037300,35,"9","succesful1.6","1.25RPM"
2007000,35,"9","succesful1.6","1.25RPM"
1975000,35,"9","succesful1.6","1.25RPM"
2214250,35,"10","succesful1.6","1.25RPM"
2268600,35,"10","succesful1.6","1.25RPM"
2338950,35,"10","succesful1.6","1.25RPM"
1059100,35,"13","succesful1.6","1.25RPM"
1216700,35,"13","succesful1.6","1.25RPM"
1191050,35,"13","succesful1.6","1.25RPM"
2154350,36,"4","succesful1.6","1.25RPM"
2101450,36,"4","succesful1.6","1.25RPM"
2103100,36,"4","succesful1.6","1.25RPM"
1985500,36,"6","succesful1.6","1.25RPM"
2000800,36,"6","succesful1.6","1.25RPM"
2086800,36,"6","succesful1.6","1.25RPM"
2199900,36,"8","succesful1.6","1.25RPM"
2268400,36,"8","succesful1.6","1.25RPM"
2202850,36,"8","succesful1.6","1.25RPM"
2556150,36,"9","succesful1.6","1.25RPM"
2574800,36,"9","succesful1.6","1.25RPM"
2596000,36,"9","succesful1.6","1.25RPM"
2326500,36,"10","succesful1.6","1.25RPM"
2323700,36,"10","succesful1.6","1.25RPM"
2340000,36,"10","succesful1.6","1.25RPM"
1009100,36,"13","succesful1.6","1.25RPM"
958300,36,"13","succesful1.6","1.25RPM"
1036750,36,"13","succesful1.6","1.25RPM"
2165800,37,"4","succesful1.6","1.25RPM"
2195150,37,"4","succesful1.6","1.25RPM"
2196750,37,"4","succesful1.6","1.25RPM"
2502950,37,"6","succesful1.6","1.25RPM"
2532450,37,"6","succesful1.6","1.25RPM"
2529550,37,"6","succesful1.6","1.25RPM"
2959350,37,"8","succesful1.6","1.25RPM"
2873050,37,"8","succesful1.6","1.25RPM"
2901350,37,"8","succesful1.6","1.25RPM"
2940500,37,"9","succesful1.6","1.25RPM"
2876700,37,"9","succesful1.6","1.25RPM"
2881700,37,"9","succesful1.6","1.25RPM"
3198100,37,"10","succesful1.6","1.25RPM"
3062450,37,"10","succesful1.6","1.25RPM"
3206550,37,"10","succesful1.6","1.25RPM"
1215250,37,"13","succesful1.6","1.25RPM"
1191650,37,"13","succesful1.6","1.25RPM"
1228400,37,"13","succesful1.6","1.25RPM"
1315700,38,"4","succesful1.6","1.25RPM"
1285100,38,"4","succesful1.6","1.25RPM"
1268200,38,"4","succesful1.6","1.25RPM"
2053750,38,"6","succesful1.6","1.25RPM"
2129500,38,"6","succesful1.6","1.25RPM"
2030550,38,"6","succesful1.6","1.25RPM"
2149200,38,"8","succesful1.6","1.25RPM"
2099400,38,"8","succesful1.6","1.25RPM"
2109950,38,"8","succesful1.6","1.25RPM"
2048500,38,"9","succesful1.6","1.25RPM"
2061050,38,"9","succesful1.6","1.25RPM"
2044150,38,"9","succesful1.6","1.25RPM"
2194200,38,"10","succesful1.6","1.25RPM"
2249700,38,"10","succesful1.6","1.25RPM"
2202150,38,"10","succesful1.6","1.25RPM"
1316550,38,"13","succesful1.6","1.25RPM"
1309300,38,"13","succesful1.6","1.25RPM"
1281850,38,"13","succesful1.6","1.25RPM"
1740450,39,"4","succesful1.6","1.25RPM"
1750100,39,"4","succesful1.6","1.25RPM"
1777600,39,"4","succesful1.6","1.25RPM"
3439750,39,"6","succesful1.6","1.25RPM"
3515000,39,"6","succesful1.6","1.25RPM"
3431300,39,"6","succesful1.6","1.25RPM"
3530800,39,"8","succesful1.6","1.25RPM"
3411300,39,"8","succesful1.6","1.25RPM"
3532800,39,"8","succesful1.6","1.25RPM"
2027300,39,"9","succesful1.6","1.25RPM"
1933450,39,"9","succesful1.6","1.25RPM"
2049900,39,"9","succesful1.6","1.25RPM"
3302100,39,"10","succesful1.6","1.25RPM"
3444000,39,"10","succesful1.6","1.25RPM"
3565950,39,"10","succesful1.6","1.25RPM"
2035100,39,"13","succesful1.6","1.25RPM"
2164400,39,"13","succesful1.6","1.25RPM"
2202800,39,"13","succesful1.6","1.25RPM"
1871150,40,"4","succesful1.6","1.25RPM"
1822300,40,"4","succesful1.6","1.25RPM"
1882400,40,"4","succesful1.6","1.25RPM"
2783500,40,"6","succesful1.6","1.25RPM"
2763750,40,"6","succesful1.6","1.25RPM"
2710150,40,"6","succesful1.6","1.25RPM"
2224650,40,"8","succesful1.6","1.25RPM"
2173550,40,"8","succesful1.6","1.25RPM"
2262750,40,"8","succesful1.6","1.25RPM"
1412850,40,"9","succesful1.6","1.25RPM"
1426100,40,"9","succesful1.6","1.25RPM"
1405500,40,"9","succesful1.6","1.25RPM"
2392450,40,"10","succesful1.6","1.25RPM"
2484650,40,"10","succesful1.6","1.25RPM"
2520300,40,"10","succesful1.6","1.25RPM"
2539100,40,"13","succesful1.6","1.25RPM"
2566500,40,"13","succesful1.6","1.25RPM"
2619500,40,"13","succesful1.6","1.25RPM"
1278000,41,"4","succesful1.6","1.25RPM"
1487550,41,"4","succesful1.6","1.25RPM"
1339400,41,"4","succesful1.6","1.25RPM"
2562250,41,"6","succesful1.6","1.25RPM"
2637450,41,"6","succesful1.6","1.25RPM"
2687650,41,"6","succesful1.6","1.25RPM"
2413450,41,"8","succesful1.6","1.25RPM"
2546100,41,"8","succesful1.6","1.25RPM"
2770900,41,"8","succesful1.6","1.25RPM"
1830350,41,"9","succesful1.6","1.25RPM"
1712250,41,"9","succesful1.6","1.25RPM"
1776250,41,"9","succesful1.6","1.25RPM"
2367450,41,"10","succesful1.6","1.25RPM"
2575150,41,"10","succesful1.6","1.25RPM"
2427250,41,"10","succesful1.6","1.25RPM"
1769000,41,"13","succesful1.6","1.25RPM"
1884150,41,"13","succesful1.6","1.25RPM"
1737100,41,"13","succesful1.6","1.25RPM"
1529450,42,"4","succesful1.6","1.25RPM"
1484900,42,"4","succesful1.6","1.25RPM"
1490100,42,"4","succesful1.6","1.25RPM"
2555900,42,"6","succesful1.6","1.25RPM"
2748050,42,"6","succesful1.6","1.25RPM"
2564250,42,"6","succesful1.6","1.25RPM"
1854900,42,"8","succesful1.6","1.25RPM"
2015600,42,"8","succesful1.6","1.25RPM"
2155900,42,"8","succesful1.6","1.25RPM"
2319300,42,"9","succesful1.6","1.25RPM"
2280200,42,"9","succesful1.6","1.25RPM"
2184700,42,"9","succesful1.6","1.25RPM"
2798450,42,"10","succesful1.6","1.25RPM"
2638150,42,"10","succesful1.6","1.25RPM"
2695850,42,"10","succesful1.6","1.25RPM"
2531150,42,"13","succesful1.6","1.25RPM"
2659450,42,"13","succesful1.6","1.25RPM"
2523250,42,"13","succesful1.6","1.25RPM"
1521400,43,"4","succesful1.6","1.25RPM"
1499800,43,"4","succesful1.6","1.25RPM"
1628350,43,"4","succesful1.6","1.25RPM"
2347750,43,"6","succesful1.6","1.25RPM"
2289800,43,"6","succesful1.6","1.25RPM"
2258950,43,"6","succesful1.6","1.25RPM"
2227050,43,"8","succesful1.6","1.25RPM"
2282750,43,"8","succesful1.6","1.25RPM"
2404200,43,"8","succesful1.6","1.25RPM"
1733800,43,"9","succesful1.6","1.25RPM"
1613500,43,"9","succesful1.6","1.25RPM"
1685250,43,"9","succesful1.6","1.25RPM"
2011050,43,"10","succesful1.6","1.25RPM"
1977750,43,"10","succesful1.6","1.25RPM"
1891150,43,"10","succesful1.6","1.25RPM"
2659750,43,"13","succesful1.6","1.25RPM"
2773500,43,"13","succesful1.6","1.25RPM"
2768000,43,"13","succesful1.6","1.25RPM"
1723200,44,"4","succesful1.6","1.25RPM"
1742900,44,"4","succesful1.6","1.25RPM"
1746150,44,"4","succesful1.6","1.25RPM"
2998150,44,"6","succesful1.6","1.25RPM"
3059050,44,"6","succesful1.6","1.25RPM"
3023500,44,"6","succesful1.6","1.25RPM"
2006000,44,"8","succesful1.6","1.25RPM"
1989950,44,"8","succesful1.6","1.25RPM"
2001900,44,"8","succesful1.6","1.25RPM"
2128650,44,"9","succesful1.6","1.25RPM"
2101450,44,"9","succesful1.6","1.25RPM"
2121850,44,"9","succesful1.6","1.25RPM"
2489350,44,"10","succesful1.6","1.25RPM"
2235900,44,"10","succesful1.6","1.25RPM"
2207000,44,"10","succesful1.6","1.25RPM"
3042300,44,"13","succesful1.6","1.25RPM"
2938200,44,"13","succesful1.6","1.25RPM"
4511150,44,"13","succesful1.6","1.25RPM"
1364250,45,"4","succesful1.6","1.25RPM"
1357550,45,"4","succesful1.6","1.25RPM"
1365350,45,"4","succesful1.6","1.25RPM"
3046700,45,"6","succesful1.6","1.25RPM"
2990100,45,"6","succesful1.6","1.25RPM"
2952200,45,"6","succesful1.6","1.25RPM"
2042200,45,"8","succesful1.6","1.25RPM"
2273250,45,"8","succesful1.6","1.25RPM"
2232450,45,"8","succesful1.6","1.25RPM"
2194700,45,"9","succesful1.6","1.25RPM"
2180050,45,"9","succesful1.6","1.25RPM"
2083250,45,"9","succesful1.6","1.25RPM"
2099700,45,"10","succesful1.6","1.25RPM"
2046100,45,"10","succesful1.6","1.25RPM"
2150200,45,"10","succesful1.6","1.25RPM"
3347300,45,"13","succesful1.6","1.25RPM"
3398200,45,"13","succesful1.6","1.25RPM"
3452000,45,"13","succesful1.6","1.25RPM"
1494500,46,"4","succesful1.6","1.25RPM"
1547300,46,"4","succesful1.6","1.25RPM"
1488800,46,"4","succesful1.6","1.25RPM"
2480600,46,"6","succesful1.6","1.25RPM"
2511700,46,"6","succesful1.6","1.25RPM"
2601550,46,"6","succesful1.6","1.25RPM"
1937900,46,"8","succesful1.6","1.25RPM"
1906000,46,"8","succesful1.6","1.25RPM"
1791550,46,"8","succesful1.6","1.25RPM"
1282500,46,"9","succesful1.6","1.25RPM"
1196050,46,"9","succesful1.6","1.25RPM"
1261350,46,"9","succesful1.6","1.25RPM"
1639700,46,"10","succesful1.6","1.25RPM"
1678400,46,"10","succesful1.6","1.25RPM"
1642350,46,"10","succesful1.6","1.25RPM"
2908600,46,"13","succesful1.6","1.25RPM"
3085450,46,"13","succesful1.6","1.25RPM"
2997100,46,"13","succesful1.6","1.25RPM"
1604550,47,"4","succesful1.6","1.25RPM"
1589250,47,"4","succesful1.6","1.25RPM"
1642750,47,"4","succesful1.6","1.25RPM"
2618150,47,"6","succesful1.6","1.25RPM"
2878850,47,"6","succesful1.6","1.25RPM"
2868900,47,"6","succesful1.6","1.25RPM"
3115750,47,"8","succesful1.6","1.25RPM"
3022750,47,"8","succesful1.6","1.25RPM"
3169700,47,"8","succesful1.6","1.25RPM"
2698200,47,"9","succesful1.6","1.25RPM"
2759100,47,"9","succesful1.6","1.25RPM"
2837200,47,"9","succesful1.6","1.25RPM"
3721000,47,"10","succesful1.6","1.25RPM"
3870300,47,"10","succesful1.6","1.25RPM"
3807800,47,"10","succesful1.6","1.25RPM"
3561000,47,"13","succesful1.6","1.25RPM"
3655650,47,"13","succesful1.6","1.25RPM"
3512750,47,"13","succesful1.6","1.25RPM"
1573900,48,"4","succesful1.6","1.25RPM"
1437150,48,"4","succesful1.6","1.25RPM"
1530300,48,"4","succesful1.6","1.25RPM"
2145350,48,"6","succesful1.6","1.25RPM"
2123400,48,"6","succesful1.6","1.25RPM"
2200750,48,"6","succesful1.6","1.25RPM"
1771750,48,"8","succesful1.6","1.25RPM"
1879300,48,"8","succesful1.6","1.25RPM"
1838250,48,"8","succesful1.6","1.25RPM"
1209000,48,"9","succesful1.6","1.25RPM"
1140550,48,"9","succesful1.6","1.25RPM"
1223700,48,"9","succesful1.6","1.25RPM"
2059350,48,"10","succesful1.6","1.25RPM"
2094650,48,"10","succesful1.6","1.25RPM"
2113700,48,"10","succesful1.6","1.25RPM"
2462000,48,"13","succesful1.6","1.25RPM"
2727500,48,"13","succesful1.6","1.25RPM"
2577850,48,"13","succesful1.6","1.25RPM"
1675800,49,"4","succesful1.6","1.25RPM"
1660750,49,"4","succesful1.6","1.25RPM"
1714700,49,"4","succesful1.6","1.25RPM"
2316850,49,"6","succesful1.6","1.25RPM"
2259300,49,"6","succesful1.6","1.25RPM"
2245150,49,"6","succesful1.6","1.25RPM"
2039300,49,"8","succesful1.6","1.25RPM"
2007100,49,"8","succesful1.6","1.25RPM"
1976200,49,"8","succesful1.6","1.25RPM"
1325300,49,"9","succesful1.6","1.25RPM"
1313450,49,"9","succesful1.6","1.25RPM"
1310700,49,"9","succesful1.6","1.25RPM"
1972900,49,"10","succesful1.6","1.25RPM"
1989100,49,"10","succesful1.6","1.25RPM"
2054050,49,"10","succesful1.6","1.25RPM"
2823650,49,"13","succesful1.6","1.25RPM"
2866950,49,"13","succesful1.6","1.25RPM"
2906950,49,"13","succesful1.6","1.25RPM"
1673000,50,"4","succesful1.6","1.25RPM"
1573950,50,"4","succesful1.6","1.25RPM"
1668200,50,"4","succesful1.6","1.25RPM"
2587150,50,"6","succesful1.6","1.25RPM"
2473450,50,"6","succesful1.6","1.25RPM"
2555750,50,"6","succesful1.6","1.25RPM"
2738350,50,"8","succesful1.6","1.25RPM"
2675500,50,"8","succesful1.6","1.25RPM"
2583150,50,"8","succesful1.6","1.25RPM"
2278700,50,"9","succesful1.6","1.25RPM"
2225750,50,"9","succesful1.6","1.25RPM"
2208850,50,"9","succesful1.6","1.25RPM"
1965950,50,"10","succesful1.6","1.25RPM"
2091500,50,"10","succesful1.6","1.25RPM"
2114000,50,"10","succesful1.6","1.25RPM"
2939850,50,"13","succesful1.6","1.25RPM"
2909250,50,"13","succesful1.6","1.25RPM"
2970000,50,"13","succesful1.6","1.25RPM"
2200600,51,"4","succesful1.6","1.25RPM"
2249150,51,"4","succesful1.6","1.25RPM"
2310000,51,"4","succesful1.6","1.25RPM"
3079000,51,"6","succesful1.6","1.25RPM"
3179800,51,"6","succesful1.6","1.25RPM"
3154300,51,"6","succesful1.6","1.25RPM"
3956500,51,"8","succesful1.6","1.25RPM"
3891250,51,"8","succesful1.6","1.25RPM"
4036950,51,"8","succesful1.6","1.25RPM"
2984600,51,"9","succesful1.6","1.25RPM"
2899800,51,"9","succesful1.6","1.25RPM"
2913050,51,"9","succesful1.6","1.25RPM"
3787900,51,"10","succesful1.6","1.25RPM"
3895750,51,"10","succesful1.6","1.25RPM"
3835650,51,"10","succesful1.6","1.25RPM"
3806700,51,"13","succesful1.6","1.25RPM"
3535800,51,"13","succesful1.6","1.25RPM"
3665600,51,"13","succesful1.6","1.25RPM"
2704000,52,"4","succesful1.6","1.25RPM"
2818400,52,"4","succesful1.6","1.25RPM"
2700400,52,"4","succesful1.6","1.25RPM"
3319900,52,"6","succesful1.6","1.25RPM"
3147200,52,"6","succesful1.6","1.25RPM"
3339900,52,"6","succesful1.6","1.25RPM"
4000650,52,"8","succesful1.6","1.25RPM"
3940250,52,"8","succesful1.6","1.25RPM"
4109950,52,"8","succesful1.6","1.25RPM"
2644150,52,"9","succesful1.6","1.25RPM"
2672550,52,"9","succesful1.6","1.25RPM"
2751200,52,"9","succesful1.6","1.25RPM"
3296100,52,"10","succesful1.6","1.25RPM"
3446850,52,"10","succesful1.6","1.25RPM"
3414200,52,"10","succesful1.6","1.25RPM"
3497450,52,"13","succesful1.6","1.25RPM"
3591450,52,"13","succesful1.6","1.25RPM"
3623500,52,"13","succesful1.6","1.25RPM"
2315400,53,"4","succesful1.6","1.25RPM"
2391200,53,"4","succesful1.6","1.25RPM"
2298950,53,"4","succesful1.6","1.25RPM"
2510250,53,"6","succesful1.6","1.25RPM"
2513600,53,"6","succesful1.6","1.25RPM"
2535500,53,"6","succesful1.6","1.25RPM"
3184250,53,"8","succesful1.6","1.25RPM"
3124000,53,"8","succesful1.6","1.25RPM"
3118650,53,"8","succesful1.6","1.25RPM"
2231050,53,"9","succesful1.6","1.25RPM"
2133200,53,"9","succesful1.6","1.25RPM"
2071350,53,"9","succesful1.6","1.25RPM"
2513950,53,"10","succesful1.6","1.25RPM"
2577750,53,"10","succesful1.6","1.25RPM"
2604100,53,"10","succesful1.6","1.25RPM"
2508150,53,"13","succesful1.6","1.25RPM"
2613950,53,"13","succesful1.6","1.25RPM"
2618450,53,"13","succesful1.6","1.25RPM"
1956600,54,"4","succesful1.6","1.25RPM"
1919350,54,"4","succesful1.6","1.25RPM"
1990700,54,"4","succesful1.6","1.25RPM"
2792500,54,"6","succesful1.6","1.25RPM"
2893850,54,"6","succesful1.6","1.25RPM"
2868750,54,"6","succesful1.6","1.25RPM"
3316250,54,"8","succesful1.6","1.25RPM"
3171100,54,"8","succesful1.6","1.25RPM"
3332650,54,"8","succesful1.6","1.25RPM"
2729050,54,"9","succesful1.6","1.25RPM"
2709600,54,"9","succesful1.6","1.25RPM"
2680100,54,"9","succesful1.6","1.25RPM"
2482900,54,"10","succesful1.6","1.25RPM"
2387800,54,"10","succesful1.6","1.25RPM"
2389850,54,"10","succesful1.6","1.25RPM"
2543250,54,"13","succesful1.6","1.25RPM"
2587400,54,"13","succesful1.6","1.25RPM"
2503950,54,"13","succesful1.6","1.25RPM"
1863900,55,"4","succesful1.6","1.25RPM"
2099950,55,"4","succesful1.6","1.25RPM"
1778350,55,"4","succesful1.6","1.25RPM"
3008050,55,"6","succesful1.6","1.25RPM"
3121350,55,"6","succesful1.6","1.25RPM"
2972000,55,"6","succesful1.6","1.25RPM"
3550700,55,"8","succesful1.6","1.25RPM"
3506250,55,"8","succesful1.6","1.25RPM"
3566150,55,"8","succesful1.6","1.25RPM"
2591500,55,"9","succesful1.6","1.25RPM"
2608900,55,"9","succesful1.6","1.25RPM"
2683550,55,"9","succesful1.6","1.25RPM"
2320150,55,"10","succesful1.6","1.25RPM"
2421550,55,"10","succesful1.6","1.25RPM"
2275050,55,"10","succesful1.6","1.25RPM"
2858800,55,"13","succesful1.6","1.25RPM"
3046850,55,"13","succesful1.6","1.25RPM"
2830300,55,"13","succesful1.6","1.25RPM"
2184250,56,"4","succesful1.6","1.25RPM"
2291600,56,"4","succesful1.6","1.25RPM"
2102400,56,"4","succesful1.6","1.25RPM"
2733950,56,"6","succesful1.6","1.25RPM"
2691400,56,"6","succesful1.6","1.25RPM"
3022800,56,"6","succesful1.6","1.25RPM"
3135950,56,"8","succesful1.6","1.25RPM"
2873750,56,"8","succesful1.6","1.25RPM"
2999800,56,"8","succesful1.6","1.25RPM"
2247850,56,"9","succesful1.6","1.25RPM"
2295250,56,"9","succesful1.6","1.25RPM"
2305550,56,"9","succesful1.6","1.25RPM"
2219500,56,"10","succesful1.6","1.25RPM"
2328250,56,"10","succesful1.6","1.25RPM"
2208400,56,"10","succesful1.6","1.25RPM"
2739600,56,"13","succesful1.6","1.25RPM"
2864600,56,"13","succesful1.6","1.25RPM"
2799450,56,"13","succesful1.6","1.25RPM"
2352500,57,"4","succesful1.6","1.25RPM"
2413200,57,"4","succesful1.6","1.25RPM"
2319150,57,"4","succesful1.6","1.25RPM"
2561750,57,"6","succesful1.6","1.25RPM"
2572900,57,"6","succesful1.6","1.25RPM"
2583750,57,"6","succesful1.6","1.25RPM"
2725100,57,"8","succesful1.6","1.25RPM"
2706750,57,"8","succesful1.6","1.25RPM"
2757450,57,"8","succesful1.6","1.25RPM"
2122250,57,"9","succesful1.6","1.25RPM"
2277250,57,"9","succesful1.6","1.25RPM"
2194000,57,"9","succesful1.6","1.25RPM"
1571750,57,"10","succesful1.6","1.25RPM"
1598950,57,"10","succesful1.6","1.25RPM"
1579800,57,"10","succesful1.6","1.25RPM"
2746450,57,"13","succesful1.6","1.25RPM"
2895600,57,"13","succesful1.6","1.25RPM"
2865550,57,"13","succesful1.6","1.25RPM"
2761750,58,"4","succesful1.6","1.25RPM"
3186700,58,"4","succesful1.6","1.25RPM"
2864150,58,"4","succesful1.6","1.25RPM"
2780350,58,"6","succesful1.6","1.25RPM"
2713750,58,"6","succesful1.6","1.25RPM"
2710600,58,"6","succesful1.6","1.25RPM"
2294300,58,"8","succesful1.6","1.25RPM"
2300200,58,"8","succesful1.6","1.25RPM"
2193000,58,"8","succesful1.6","1.25RPM"
2853450,58,"9","succesful1.6","1.25RPM"
2729050,58,"9","succesful1.6","1.25RPM"
2768550,58,"9","succesful1.6","1.25RPM"
2243600,58,"10","succesful1.6","1.25RPM"
2363750,58,"10","succesful1.6","1.25RPM"
2410650,58,"10","succesful1.6","1.25RPM"
3545300,58,"13","succesful1.6","1.25RPM"
3423850,58,"13","succesful1.6","1.25RPM"
3501050,58,"13","succesful1.6","1.25RPM"
2439950,59,"4","succesful1.6","1.25RPM"
2262000,59,"4","succesful1.6","1.25RPM"
2272600,59,"4","succesful1.6","1.25RPM"
2392950,59,"6","succesful1.6","1.25RPM"
2372950,59,"6","succesful1.6","1.25RPM"
2416700,59,"6","succesful1.6","1.25RPM"
2363800,59,"8","succesful1.6","1.25RPM"
2234700,59,"8","succesful1.6","1.25RPM"
2303250,59,"8","succesful1.6","1.25RPM"
2094650,59,"9","succesful1.6","1.25RPM"
2218900,59,"9","succesful1.6","1.25RPM"
2147000,59,"9","succesful1.6","1.25RPM"
1845150,59,"10","succesful1.6","1.25RPM"
2079250,59,"10","succesful1.6","1.25RPM"
2128700,59,"10","succesful1.6","1.25RPM"
2408800,59,"13","succesful1.6","1.25RPM"
2557650,59,"13","succesful1.6","1.25RPM"
2507300,59,"13","succesful1.6","1.25RPM"
2393800,60,"4","succesful1.6","1.25RPM"
2393650,60,"4","succesful1.6","1.25RPM"
2432500,60,"4","succesful1.6","1.25RPM"
2198350,60,"6","succesful1.6","1.25RPM"
2182550,60,"6","succesful1.6","1.25RPM"
2112950,60,"6","succesful1.6","1.25RPM"
1972500,60,"8","succesful1.6","1.25RPM"
1877200,60,"8","succesful1.6","1.25RPM"
1917450,60,"8","succesful1.6","1.25RPM"
1911250,60,"9","succesful1.6","1.25RPM"
1937650,60,"9","succesful1.6","1.25RPM"
1867950,60,"9","succesful1.6","1.25RPM"
1721400,60,"10","succesful1.6","1.25RPM"
1829250,60,"10","succesful1.6","1.25RPM"
1745800,60,"10","succesful1.6","1.25RPM"
2296650,60,"13","succesful1.6","1.25RPM"
2216150,60,"13","succesful1.6","1.25RPM"
2266100,60,"13","succesful1.6","1.25RPM"
2654400,61,"4","succesful1.6","1.25RPM"
2502450,61,"4","succesful1.6","1.25RPM"
2496950,61,"4","succesful1.6","1.25RPM"
2231600,61,"6","succesful1.6","1.25RPM"
2161950,61,"6","succesful1.6","1.25RPM"
